filename,gender
D:/regular/sample-069205.wav,female
D:/slow/sample-063134.wav,female
D:/fast/sample-080873.wav,female
D:/dirty/sample-105595.wav,female
D:/regular/sample-144613.wav,female
D:/slow/sample-138340.wav,female
D:/fast/sample-123718.wav,female
D:/dirty/sample-063470.wav,female
D:/regular/sample-186444.wav,female
D:/slow/sample-111120.wav,female
D:/fast/sample-008158.wav,female
D:/dirty/sample-058706.wav,female
D:/regular/sample-166017.wav,female
D:/slow/sample-090978.wav,female
D:/fast/sample-152720.wav,female
D:/dirty/sample-099485.wav,female
D:/regular/sample-049226.wav,female
D:/slow/sample-112515.wav,female
D:/fast/sample-148169.wav,female
D:/dirty/sample-026602.wav,female
D:/regular/sample-004241.wav,female
D:/slow/sample-004039.wav,female
D:/fast/sample-078417.wav,female
D:/dirty/sample-040571.wav,female
D:/regular/sample-093938.wav,female
D:/slow/sample-072559.wav,female
D:/fast/sample-175961.wav,female
D:/dirty/sample-038321.wav,female
D:/regular/sample-096263.wav,female
D:/slow/sample-004471.wav,female
D:/fast/sample-118833.wav,female
D:/dirty/sample-179104.wav,female
D:/regular/sample-045672.wav,female
D:/slow/sample-105477.wav,female
D:/fast/sample-073543.wav,female
D:/dirty/sample-026727.wav,female
D:/regular/sample-085001.wav,female
D:/slow/sample-047838.wav,female
D:/fast/sample-135519.wav,female
D:/dirty/sample-091354.wav,female
D:/regular/sample-186232.wav,female
D:/slow/sample-020177.wav,female
D:/fast/sample-180177.wav,female
D:/dirty/sample-103601.wav,female
D:/regular/sample-053263.wav,female
D:/slow/sample-143181.wav,female
D:/fast/sample-064797.wav,female
D:/dirty/sample-000908.wav,female
D:/regular/sample-068344.wav,female
D:/slow/sample-006793.wav,female
D:/fast/sample-175782.wav,female
D:/dirty/sample-023008.wav,female
D:/regular/sample-008722.wav,female
D:/slow/sample-059248.wav,female
D:/fast/sample-140083.wav,female
D:/dirty/sample-134884.wav,female
D:/regular/sample-007296.wav,female
D:/slow/sample-008615.wav,female
D:/fast/sample-025643.wav,female
D:/dirty/sample-172385.wav,female
D:/regular/sample-003733.wav,female
D:/slow/sample-058673.wav,female
D:/fast/sample-181839.wav,female
D:/dirty/sample-001287.wav,female
D:/regular/sample-075324.wav,female
D:/slow/sample-034797.wav,female
D:/fast/sample-158615.wav,female
D:/dirty/sample-081333.wav,female
D:/regular/sample-186850.wav,female
D:/slow/sample-179994.wav,female
D:/fast/sample-040489.wav,female
D:/dirty/sample-065490.wav,female
D:/regular/sample-182250.wav,female
D:/slow/sample-105627.wav,female
D:/fast/sample-139285.wav,female
D:/dirty/sample-006163.wav,female
D:/regular/sample-015720.wav,female
D:/slow/sample-121463.wav,female
D:/fast/sample-111516.wav,female
D:/dirty/sample-107108.wav,female
D:/regular/sample-160337.wav,female
D:/slow/sample-003632.wav,female
D:/fast/sample-002732.wav,female
D:/dirty/sample-166937.wav,female
D:/regular/sample-078243.wav,female
D:/slow/sample-106063.wav,female
D:/fast/sample-036595.wav,female
D:/dirty/sample-163419.wav,female
D:/regular/sample-076131.wav,female
D:/slow/sample-060372.wav,female
D:/fast/sample-021704.wav,female
D:/dirty/sample-133192.wav,female
D:/regular/sample-057289.wav,female
D:/slow/sample-041651.wav,female
D:/fast/sample-066895.wav,female
D:/dirty/sample-114355.wav,female
D:/regular/sample-060104.wav,female
D:/slow/sample-004330.wav,female
D:/fast/sample-115799.wav,female
D:/dirty/sample-161157.wav,female
D:/regular/sample-054941.wav,female
D:/slow/sample-160811.wav,female
D:/fast/sample-195255.wav,female
D:/dirty/sample-102844.wav,female
D:/regular/sample-164197.wav,female
D:/slow/sample-022924.wav,female
D:/fast/sample-106114.wav,female
D:/dirty/sample-103926.wav,female
D:/regular/sample-122859.wav,female
D:/slow/sample-002759.wav,female
D:/fast/sample-098666.wav,female
D:/dirty/sample-107880.wav,female
D:/regular/sample-008828.wav,female
D:/slow/sample-085196.wav,female
D:/fast/sample-008803.wav,female
D:/dirty/sample-099543.wav,female
D:/regular/sample-148309.wav,female
D:/slow/sample-117406.wav,female
D:/fast/sample-141531.wav,female
D:/dirty/sample-002711.wav,female
D:/regular/sample-000914.wav,female
D:/slow/sample-154831.wav,female
D:/fast/sample-037863.wav,female
D:/dirty/sample-189185.wav,female
D:/regular/sample-029802.wav,female
D:/slow/sample-004185.wav,female
D:/fast/sample-177675.wav,female
D:/dirty/sample-069157.wav,female
D:/regular/sample-049598.wav,female
D:/slow/sample-019640.wav,female
D:/fast/sample-087245.wav,female
D:/dirty/sample-146131.wav,female
D:/regular/sample-071936.wav,female
D:/slow/sample-059193.wav,female
D:/fast/sample-026291.wav,female
D:/dirty/sample-109644.wav,female
D:/regular/sample-047625.wav,female
D:/slow/sample-053788.wav,female
D:/fast/sample-067422.wav,female
D:/dirty/sample-123456.wav,female
D:/regular/sample-058994.wav,female
D:/slow/sample-120927.wav,female
D:/fast/sample-137411.wav,female
D:/dirty/sample-107531.wav,female
D:/regular/sample-102463.wav,female
D:/slow/sample-176396.wav,female
D:/fast/sample-038409.wav,female
D:/dirty/sample-033741.wav,female
D:/regular/sample-021802.wav,female
D:/slow/sample-192121.wav,female
D:/fast/sample-073065.wav,female
D:/dirty/sample-073125.wav,female
D:/regular/sample-099252.wav,female
D:/slow/sample-069702.wav,female
D:/fast/sample-185502.wav,female
D:/dirty/sample-003869.wav,female
D:/regular/sample-136841.wav,female
D:/slow/sample-000163.wav,female
D:/fast/sample-045797.wav,female
D:/dirty/sample-088241.wav,female
D:/regular/sample-045772.wav,female
D:/slow/sample-087316.wav,female
D:/fast/sample-018472.wav,female
D:/dirty/sample-053441.wav,female
D:/regular/sample-139478.wav,female
D:/slow/sample-047343.wav,female
D:/fast/sample-010541.wav,female
D:/dirty/sample-089287.wav,female
D:/regular/sample-087174.wav,female
D:/slow/sample-114366.wav,female
D:/fast/sample-046086.wav,female
D:/dirty/sample-026465.wav,female
D:/regular/sample-096273.wav,female
D:/slow/sample-108471.wav,female
D:/fast/sample-128905.wav,female
D:/dirty/sample-093004.wav,female
D:/regular/sample-087597.wav,female
D:/slow/sample-061570.wav,female
D:/fast/sample-190091.wav,female
D:/dirty/sample-069006.wav,female
D:/regular/sample-130346.wav,female
D:/slow/sample-000046.wav,female
D:/fast/sample-029851.wav,female
D:/dirty/sample-092950.wav,female
D:/regular/sample-005017.wav,female
D:/slow/sample-144984.wav,female
D:/fast/sample-068250.wav,female
D:/dirty/sample-094173.wav,female
D:/regular/sample-078332.wav,female
D:/slow/sample-100174.wav,female
D:/fast/sample-049667.wav,female
D:/dirty/sample-054723.wav,female
D:/regular/sample-073708.wav,female
D:/slow/sample-113740.wav,female
D:/fast/sample-022570.wav,female
D:/dirty/sample-060801.wav,female
D:/regular/sample-081649.wav,female
D:/slow/sample-162257.wav,female
D:/fast/sample-006566.wav,female
D:/dirty/sample-062102.wav,female
D:/regular/sample-076112.wav,female
D:/slow/sample-001962.wav,female
D:/fast/sample-021775.wav,female
D:/dirty/sample-115723.wav,female
D:/regular/sample-087495.wav,female
D:/slow/sample-113740.wav,female
D:/fast/sample-031387.wav,female
D:/dirty/sample-056299.wav,female
D:/regular/sample-133608.wav,female
D:/slow/sample-054664.wav,female
D:/fast/sample-168949.wav,female
D:/dirty/sample-123866.wav,female
D:/regular/sample-051911.wav,female
D:/slow/sample-026513.wav,female
D:/fast/sample-158030.wav,female
D:/dirty/sample-023919.wav,female
D:/regular/sample-067866.wav,female
D:/slow/sample-107890.wav,female
D:/fast/sample-110361.wav,female
D:/dirty/sample-041294.wav,female
D:/regular/sample-021384.wav,female
D:/slow/sample-098297.wav,female
D:/fast/sample-044359.wav,female
D:/dirty/sample-154082.wav,female
D:/regular/sample-049626.wav,female
D:/slow/sample-015335.wav,female
D:/fast/sample-028848.wav,female
D:/dirty/sample-139566.wav,female
D:/regular/sample-152388.wav,female
D:/slow/sample-074776.wav,female
D:/fast/sample-088668.wav,female
D:/dirty/sample-084921.wav,female
D:/regular/sample-077618.wav,female
D:/slow/sample-028994.wav,female
D:/fast/sample-042065.wav,female
D:/dirty/sample-147974.wav,female
D:/regular/sample-053012.wav,female
D:/slow/sample-058404.wav,female
D:/fast/sample-015134.wav,female
D:/dirty/sample-038276.wav,female
D:/regular/sample-076232.wav,female
D:/slow/sample-007733.wav,female
D:/fast/sample-057587.wav,female
D:/dirty/sample-110718.wav,female
D:/regular/sample-132605.wav,female
D:/slow/sample-116593.wav,female
D:/fast/sample-036289.wav,female
D:/dirty/sample-162421.wav,female
D:/regular/sample-007577.wav,female
